,unit,ts,qty,geography_level,geography,product_level,product
687,036103887407ab1a29a425399460ef95,2021-03-01,88,geography_level_3,364ee4866c1e0b8c66a5c82e52d49a41,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
689,6232865ae8cdf7825d1959ac71639d4e,2021-03-01,0,geography_level_3,8c0f4757e1ff757e22a3eb96948a8868,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
690,a5cb9cd51fa70850154e2279a5979ab9,2021-03-01,6,geography_level_3,8c0f4757e1ff757e22a3eb96948a8868,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
691,b1116fffdc4608f9b7f00a5d6fa44d1f,2021-03-01,40,geography_level_3,8c0f4757e1ff757e22a3eb96948a8868,product_level_2,be55b932f63b0feda2a190154290d4aa
692,6cf509e7a5d87b434fe323582d8f6e05,2021-03-01,0,geography_level_3,6f613c88f6435d0e8f47eee574804e6c,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
693,8939a5e7cb692805d874c266ec29582c,2021-03-01,45,geography_level_3,6f613c88f6435d0e8f47eee574804e6c,product_level_2,be55b932f63b0feda2a190154290d4aa
694,983828400216f060071d11d5d8d159d4,2021-03-01,4,geography_level_3,5b3c3247df66a3361fad8da1f128d5f8,product_level_2,b04c1602cb78c1c4cf72dd7c0ce7d837
697,ac3e8321913074d6573c8a743dffb8f4,2021-03-01,212,geography_level_3,52b9c00ab15c967f2f49c5605800fef5,product_level_2,be55b932f63b0feda2a190154290d4aa
698,a44de9918b75441407c739782bee03c4,2021-03-01,187,geography_level_3,ec258532d911270434f328606cba61b6,product_level_2,1de8e43efce0cb9161ac2093f75166c8
699,9ed347c3394656d6dd75e72e22dfb75d,2021-03-01,53,geography_level_3,e77875a9e01c74e943c9ed3c346d1034,product_level_2,be55b932f63b0feda2a190154290d4aa
701,8f0267985925332ce155aa4f905e493d,2021-03-01,22,geography_level_3,b56dd155fe7d2d62768bfad2b9272670,product_level_2,95feb3e180f99fa2f9908030bc02ac48
703,27323c54d7e0f10adeb0ab68fa4e3e6c,2021-03-01,2,geography_level_3,b56dd155fe7d2d62768bfad2b9272670,product_level_2,646f301a50470456f3e7793f6b16ca76
704,40f45d67e16ffe5ae05c936ec8eb047b,2021-03-01,568,geography_level_3,4e5fb4df7b78bfd5213a71b1f7c055a4,product_level_2,95feb3e180f99fa2f9908030bc02ac48
705,75e17d5b3f6113ab461d4248b13efa6d,2021-03-01,257,geography_level_3,4e5fb4df7b78bfd5213a71b1f7c055a4,product_level_2,646f301a50470456f3e7793f6b16ca76
707,964ad5e42483ef0f3297471a1ecd28ca,2021-03-01,4,geography_level_3,c224b81af83bcaec5ec3e441fcdf86ae,product_level_2,1de8e43efce0cb9161ac2093f75166c8
708,e5942ec86cb63b91b22eddf5f9064272,2021-03-01,6,geography_level_3,864338bf8cf4708126b6fa4bf680c111,product_level_2,95feb3e180f99fa2f9908030bc02ac48
709,ac927a7ff1869dc2dc73d1d16d403184,2021-03-01,30,geography_level_3,864338bf8cf4708126b6fa4bf680c111,product_level_2,1de8e43efce0cb9161ac2093f75166c8
711,091e56749c44bef9f58eec0c9ed60280,2021-03-01,30,geography_level_3,e77f818445598d8b37ebda4c72645900,product_level_2,95feb3e180f99fa2f9908030bc02ac48
712,f5438e2eae441b33a3b24e5ad65f7e99,2021-03-01,3,geography_level_3,e77f818445598d8b37ebda4c72645900,product_level_2,646f301a50470456f3e7793f6b16ca76
714,d1e89ba3c401aaf09de9b5703676aec4,2021-03-01,84,geography_level_3,ee0ae2cafd8346e7e74950a6a6271a71,product_level_2,95feb3e180f99fa2f9908030bc02ac48
715,5a0435a235c32020debde9900d69b687,2021-03-01,14,geography_level_3,ee0ae2cafd8346e7e74950a6a6271a71,product_level_2,646f301a50470456f3e7793f6b16ca76
716,1db8fe74e8a74be409c6da39a0e9860c,2021-03-01,32,geography_level_3,ee0ae2cafd8346e7e74950a6a6271a71,product_level_2,1de8e43efce0cb9161ac2093f75166c8
717,6c3da0869b28c892795e97e25c3201f4,2021-03-01,57,geography_level_3,d3124b174629399de2f6417e109b3fc3,product_level_2,95feb3e180f99fa2f9908030bc02ac48
718,cfa36cbcfd30a07e46d6c38494c3ff1b,2021-03-01,58,geography_level_3,d3124b174629399de2f6417e109b3fc3,product_level_2,1de8e43efce0cb9161ac2093f75166c8
719,2e1697537caf9cb17d81e49feeb79914,2021-03-01,0,geography_level_3,dc75ce311e342046a8214c195b001b24,product_level_2,1de8e43efce0cb9161ac2093f75166c8
722,2efebc92b2d6af6265d894fcd855e417,2021-03-01,1946,geography_level_3,82d2e641c36d5147fc00ef92eb6eeac9,product_level_2,95feb3e180f99fa2f9908030bc02ac48
723,b51303674ef28106643ad34748e66e5b,2021-03-01,343,geography_level_3,82d2e641c36d5147fc00ef92eb6eeac9,product_level_2,646f301a50470456f3e7793f6b16ca76
724,6ec8c9e84ae181508d1d218723303db1,2021-03-01,174,geography_level_3,82d2e641c36d5147fc00ef92eb6eeac9,product_level_2,f517d6345d758010f5782a62b4dfe69b
725,272e0dafe51e776feb91cd795fea9908,2021-03-01,587,geography_level_3,82d2e641c36d5147fc00ef92eb6eeac9,product_level_2,1de8e43efce0cb9161ac2093f75166c8
726,0b58e3902bcb5b7940af8bbd039e4275,2021-03-01,106,geography_level_3,fcf14a475e65540c7577370bf438b091,product_level_2,646f301a50470456f3e7793f6b16ca76
728,0d30f704a56653b505d7bf04673ae1a6,2021-03-01,599,geography_level_3,e495ef918e04c7e781faefb8dc5e6e40,product_level_2,95feb3e180f99fa2f9908030bc02ac48
729,c83371eb7a520fb90e220f83f645d789,2021-03-01,9,geography_level_3,d6413663cb130f6cd1fda4a90fbbbd8f,product_level_2,95feb3e180f99fa2f9908030bc02ac48
731,83bdf03890f543cc0732eb0fa80fb9e0,2021-03-01,4,geography_level_3,d6413663cb130f6cd1fda4a90fbbbd8f,product_level_2,1de8e43efce0cb9161ac2093f75166c8
732,15e27721c2e99e7897d613a5f281a92c,2021-03-01,19,geography_level_3,d6413663cb130f6cd1fda4a90fbbbd8f,product_level_2,646f301a50470456f3e7793f6b16ca76
733,ec6f040397cda49167cfe917f7a0e029,2021-03-01,32,geography_level_3,8c0f4757e1ff757e22a3eb96948a8868,product_level_2,95feb3e180f99fa2f9908030bc02ac48
735,247701c915f0a83f5bba357cf59437ae,2021-03-01,812,geography_level_3,52b9c00ab15c967f2f49c5605800fef5,product_level_2,95feb3e180f99fa2f9908030bc02ac48
736,c1a4cd2f572f10d682cb3966a417d46f,2021-03-01,227,geography_level_3,52b9c00ab15c967f2f49c5605800fef5,product_level_2,646f301a50470456f3e7793f6b16ca76
739,9285d8a8bdc0d776adb60c16ef1e0fb1,2021-03-01,974,geography_level_3,af04e3e5da488f5ca9b5d1d4ce04ebaa,product_level_2,95feb3e180f99fa2f9908030bc02ac48
740,2915c6fb8ae822bb89e8a80dc4076723,2021-03-01,258,geography_level_3,af04e3e5da488f5ca9b5d1d4ce04ebaa,product_level_2,646f301a50470456f3e7793f6b16ca76
741,847c4f044a1bd166abe1a47adc9eca6f,2021-03-01,70,geography_level_3,af04e3e5da488f5ca9b5d1d4ce04ebaa,product_level_2,f517d6345d758010f5782a62b4dfe69b
743,bd6034489031b0d580c7f80115964091,2021-03-01,1016,geography_level_3,50cebc1429231eda4384a84ca4deb751,product_level_2,95feb3e180f99fa2f9908030bc02ac48
744,7f0c59c03971558543ddcee83499747b,2021-03-01,388,geography_level_3,50cebc1429231eda4384a84ca4deb751,product_level_2,646f301a50470456f3e7793f6b16ca76
745,81b466e0b964bba24066fb9a4148bf7a,2021-03-01,119,geography_level_3,50cebc1429231eda4384a84ca4deb751,product_level_2,1de8e43efce0cb9161ac2093f75166c8
747,98fec36951b8d8c664a465caf80c5465,2021-03-01,2,geography_level_3,8c0f4757e1ff757e22a3eb96948a8868,product_level_2,1de8e43efce0cb9161ac2093f75166c8
748,0d778a5d96b8e84ff6c4650ca4741814,2021-03-01,23,geography_level_3,52b9c00ab15c967f2f49c5605800fef5,product_level_2,95feb3e180f99fa2f9908030bc02ac48
751,f6031ccf9ad7b7a197c45617ef925cb6,2021-03-01,30,geography_level_3,af04e3e5da488f5ca9b5d1d4ce04ebaa,product_level_2,95feb3e180f99fa2f9908030bc02ac48
752,eb4e717140f6e0b381617329703e1c63,2021-03-01,8,geography_level_3,af04e3e5da488f5ca9b5d1d4ce04ebaa,product_level_2,646f301a50470456f3e7793f6b16ca76
755,4cc3b4484538964340d33e23cae29dc5,2021-03-01,835,geography_level_3,11407e1f167b84f374d9e999a1ed9563,product_level_2,95feb3e180f99fa2f9908030bc02ac48
756,8d7b8b89034cdcbe0376fedfb8c51ab3,2021-03-01,235,geography_level_3,11407e1f167b84f374d9e999a1ed9563,product_level_2,646f301a50470456f3e7793f6b16ca76
760,1660bf57c9b846e922644ba3ead6e291,2021-03-01,79,geography_level_3,7ac6047d36cb2b463fc6b483cc32da60,product_level_2,646f301a50470456f3e7793f6b16ca76
761,4556bd4441677efbdbd9d206bc1257d3,2021-03-01,13,geography_level_3,7ac6047d36cb2b463fc6b483cc32da60,product_level_2,1de8e43efce0cb9161ac2093f75166c8
763,d3220c3430f72d591e90d0d62334c0e4,2021-03-01,9,geography_level_3,94fa0f35673c82f74ce21ee9a42dbe9e,product_level_2,646f301a50470456f3e7793f6b16ca76
764,9c2ec654ef4a1e9adb75283694886db8,2021-03-01,3,geography_level_3,94fa0f35673c82f74ce21ee9a42dbe9e,product_level_2,1de8e43efce0cb9161ac2093f75166c8
765,4058812501b4d775c1b9f96ef510f35d,2021-03-01,43,geography_level_3,239f3643e0162a369985140f011d43d3,product_level_2,95feb3e180f99fa2f9908030bc02ac48
766,93a07659733deadb18e2dbfc9f8709ac,2021-03-01,16,geography_level_3,239f3643e0162a369985140f011d43d3,product_level_2,646f301a50470456f3e7793f6b16ca76
767,9dda2eb0591703c6d6c998b870ee9a27,2021-03-01,11,geography_level_3,c704db10d5ccedf4d993d7456278332f,product_level_2,95feb3e180f99fa2f9908030bc02ac48
768,0e627ddf0d4d009fa9b35f0f951963c3,2021-03-01,5,geography_level_3,c704db10d5ccedf4d993d7456278332f,product_level_2,646f301a50470456f3e7793f6b16ca76
769,ca7d84670a90d845578e07f12debc242,2021-03-01,4,geography_level_3,c704db10d5ccedf4d993d7456278332f,product_level_2,1de8e43efce0cb9161ac2093f75166c8
770,86bf64036f9cb4aed9de50ac918cca8a,2021-03-01,18,geography_level_3,a26a472b755b975cfe0923c243d3b10a,product_level_2,95feb3e180f99fa2f9908030bc02ac48
771,f3b0e0b2dd1d244f0db4a6f093bc75bd,2021-03-01,8,geography_level_3,a26a472b755b975cfe0923c243d3b10a,product_level_2,646f301a50470456f3e7793f6b16ca76
772,b5c6c501aa0f5f34d63fbc6259cd4056,2021-03-01,27,geography_level_3,e37d1fd37c8c4988c46b5152e0d6087d,product_level_2,95feb3e180f99fa2f9908030bc02ac48
773,34848edd8585c1cd5ec7e11b81092881,2021-03-01,8,geography_level_3,e37d1fd37c8c4988c46b5152e0d6087d,product_level_2,646f301a50470456f3e7793f6b16ca76
776,a5b46ef9137efa1eaf61519475374f98,2021-03-01,19,geography_level_3,70b35aead2dac30735d3e5897b287d03,product_level_2,646f301a50470456f3e7793f6b16ca76
779,42388ec867ea623c300d4088253db5e0,2021-03-01,12,geography_level_3,3682d07276ccce42b942a83cd8645c34,product_level_2,1de8e43efce0cb9161ac2093f75166c8
780,edf5c42a79e2038664545714221a58db,2021-03-01,188,geography_level_3,ec258532d911270434f328606cba61b6,product_level_2,1de8e43efce0cb9161ac2093f75166c8
781,56c3f798792457377172c6be77270672,2021-03-01,73,geography_level_3,0b41e006d801550cba4c38157729bf87,product_level_2,95feb3e180f99fa2f9908030bc02ac48
784,097c1243265d86a943f57e9ce9388396,2021-03-01,57,geography_level_3,3d5d1635712ad6bffe1b82e9d34b1c24,product_level_2,95feb3e180f99fa2f9908030bc02ac48
785,66d18074aa4d6a900155131c60728b86,2021-03-01,355,geography_level_3,dd45118031e9d2daafadd23195d04899,product_level_2,95feb3e180f99fa2f9908030bc02ac48
786,aecdb37da1ba22c6d9c41a8eaa3ec5d7,2021-03-01,19,geography_level_3,11407e1f167b84f374d9e999a1ed9563,product_level_2,646f301a50470456f3e7793f6b16ca76
787,a84beba8ac7fae6d206072e9b8d44471,2021-03-01,15,geography_level_3,11407e1f167b84f374d9e999a1ed9563,product_level_2,1de8e43efce0cb9161ac2093f75166c8
788,77c89d1055313191b7847238ae3df9df,2021-03-01,675,geography_level_3,c22caf17e6d3e86f4ac0d7a603a4d5a6,product_level_2,95feb3e180f99fa2f9908030bc02ac48
789,643c35dea3b4574d3fb98e283967a915,2021-03-01,142,geography_level_3,c22caf17e6d3e86f4ac0d7a603a4d5a6,product_level_2,646f301a50470456f3e7793f6b16ca76
791,388744eae278a9988a6f4b950068cdef,2021-03-01,55,geography_level_3,c22caf17e6d3e86f4ac0d7a603a4d5a6,product_level_2,1de8e43efce0cb9161ac2093f75166c8
793,6753297bd6aa3d9773e2a3ca36986cf4,2021-03-01,209,geography_level_3,22ec2860549baef5c3e9af46967a3e1d,product_level_2,646f301a50470456f3e7793f6b16ca76
794,e13fff4fac1c0fc7feff465c58dd72da,2021-03-01,175,geography_level_3,46cf2a1545bea6ad9ef79bf82866b21f,product_level_2,95feb3e180f99fa2f9908030bc02ac48
795,69bf0a8bf793632efe492eb6be2d202c,2021-03-01,27,geography_level_3,46cf2a1545bea6ad9ef79bf82866b21f,product_level_2,646f301a50470456f3e7793f6b16ca76
796,631597a951c8f8fab1f451761351aee6,2021-03-01,1711,geography_level_3,60de5fa40aaaf2850711bc5269f91476,product_level_2,95feb3e180f99fa2f9908030bc02ac48
797,c64c7c6ba0bff9f8aa3654792cbf1000,2021-03-01,330,geography_level_3,60de5fa40aaaf2850711bc5269f91476,product_level_2,646f301a50470456f3e7793f6b16ca76
798,c890028862f314c9a5f2ad7b21e77af1,2021-03-01,25,geography_level_3,8e58413f8ca86692a0a01f8b5679fdac,product_level_2,1de8e43efce0cb9161ac2093f75166c8
799,10de1d29ba5fa5ebd390733ce5b198b7,2021-03-01,19,geography_level_3,60de5fa40aaaf2850711bc5269f91476,product_level_2,646f301a50470456f3e7793f6b16ca76
800,e348992e3c150e9e7c3c2f02fae1ae6b,2021-03-01,45,geography_level_3,8652ef40368d8de0746739c712bb981c,product_level_2,646f301a50470456f3e7793f6b16ca76
801,4061b66d9294c4ca8eb43de833d7e93a,2021-03-01,554,geography_level_3,b0f0cadb4f9b07e6b365c9eaaa5eb561,product_level_2,95feb3e180f99fa2f9908030bc02ac48
802,6d410c5455b1bc6524bc3b6cdfbc7515,2021-03-01,113,geography_level_3,b0f0cadb4f9b07e6b365c9eaaa5eb561,product_level_2,646f301a50470456f3e7793f6b16ca76
803,6c378a2ab8ef0960043b4eca929c2496,2021-03-01,1444,geography_level_3,147c62a8f5acb0899e59893e821eb619,product_level_2,95feb3e180f99fa2f9908030bc02ac48
804,e56491c981fc437d9e9346ebf792f1fc,2021-03-01,243,geography_level_3,147c62a8f5acb0899e59893e821eb619,product_level_2,646f301a50470456f3e7793f6b16ca76
805,5933aa2d37b7883845228eb5d99b1eb2,2021-03-01,118,geography_level_3,147c62a8f5acb0899e59893e821eb619,product_level_2,1de8e43efce0cb9161ac2093f75166c8
806,3cb09aa2867083c66b76dc839e6ba123,2021-03-01,973,geography_level_3,55704d1433a3abadfcbdd5b0befae53b,product_level_2,95feb3e180f99fa2f9908030bc02ac48
807,fc5f6ff0db2d802567479263c9fe6596,2021-03-01,501,geography_level_3,55704d1433a3abadfcbdd5b0befae53b,product_level_2,646f301a50470456f3e7793f6b16ca76
808,c7e1d453a77f6e8fdeab3d3fc33f33e8,2021-03-01,365,geography_level_3,dd45118031e9d2daafadd23195d04899,product_level_2,95feb3e180f99fa2f9908030bc02ac48
809,4f1f41887af256ba7f9b33ecd931a8e4,2021-03-01,289,geography_level_3,dd45118031e9d2daafadd23195d04899,product_level_2,646f301a50470456f3e7793f6b16ca76
810,9f637795636b60766d28b91b68286a47,2021-03-01,272,geography_level_3,dd45118031e9d2daafadd23195d04899,product_level_2,1de8e43efce0cb9161ac2093f75166c8
811,e1611510f18bb6b19cee4ccb4cdfb4ae,2021-03-01,88,geography_level_3,8652ef40368d8de0746739c712bb981c,product_level_2,95feb3e180f99fa2f9908030bc02ac48
812,be3aee91b31d8c0350a2f0ed2d21b9a3,2021-03-01,17,geography_level_3,8e58413f8ca86692a0a01f8b5679fdac,product_level_2,95feb3e180f99fa2f9908030bc02ac48
813,6f6eabb1f2f8a416a97895fe77af056a,2021-03-01,141,geography_level_3,55704d1433a3abadfcbdd5b0befae53b,product_level_2,1de8e43efce0cb9161ac2093f75166c8
815,5bb6afc266af6c27230b39a0ceaa4214,2021-03-01,121,geography_level_3,5f82497e6ba74177eacda9f48d2ebb8f,product_level_2,646f301a50470456f3e7793f6b16ca76
821,c36d9c12341e6e17a35135144ddafbcd,2021-03-01,0,geography_level_3,638740660afce16701f96984d44233b4,product_level_2,95feb3e180f99fa2f9908030bc02ac48
822,03e2603c3134f61842a393a960693aff,2021-03-01,0,geography_level_3,638740660afce16701f96984d44233b4,product_level_2,1de8e43efce0cb9161ac2093f75166c8
823,18704104c9e80799bce3abe2b459983d,2021-03-01,60,geography_level_3,3a92f7ae76a6fe0824809133ca8ff142,product_level_2,95feb3e180f99fa2f9908030bc02ac48
824,3c5cff5898251bd3f4a1075846b9bd14,2021-03-01,185,geography_level_3,fbf4f8e80be389076fedf861004c733f,product_level_2,1de8e43efce0cb9161ac2093f75166c8
825,e4b59f6d861731fcb9c997d9c045e13d,2021-03-01,288,geography_level_3,fbf4f8e80be389076fedf861004c733f,product_level_2,95feb3e180f99fa2f9908030bc02ac48
827,6b011bde2894cfb435fd674f94359c84,2021-03-01,124,geography_level_3,fbf4f8e80be389076fedf861004c733f,product_level_2,1de8e43efce0cb9161ac2093f75166c8
830,0c8992ca4747fe66ead82293b80dee32,2021-03-01,158,geography_level_3,f970e15b948f3259a5a7feeae1565e1b,product_level_2,646f301a50470456f3e7793f6b16ca76
832,10e7553e56ae54214ec99d4693e7d227,2021-03-01,1436,geography_level_3,e77875a9e01c74e943c9ed3c346d1034,product_level_2,95feb3e180f99fa2f9908030bc02ac48
833,2b6727d2f255fe82d76f3e195c08cd89,2021-03-01,228,geography_level_3,e77875a9e01c74e943c9ed3c346d1034,product_level_2,646f301a50470456f3e7793f6b16ca76
836,e2bd1cf55c85046cb716f27ac20cf7a9,2021-03-01,80,geography_level_3,e77875a9e01c74e943c9ed3c346d1034,product_level_2,1de8e43efce0cb9161ac2093f75166c8
837,8ccf1c02bb050cb3fc4f13789cdfe235,2021-03-01,0,geography_level_3,638740660afce16701f96984d44233b4,product_level_2,f517d6345d758010f5782a62b4dfe69b
838,25bef70232924564d082fb5acb0b4262,2021-03-01,5,geography_level_3,e77875a9e01c74e943c9ed3c346d1034,product_level_2,95feb3e180f99fa2f9908030bc02ac48
840,5cc14e5529230cb1409e66ec896d1d02,2021-03-01,89,geography_level_3,b55d6f976871ef58e585e8c25f3689e7,product_level_2,1de8e43efce0cb9161ac2093f75166c8
841,c219499d9ff5f996b402914d1581d99b,2021-03-01,155,geography_level_3,b55d6f976871ef58e585e8c25f3689e7,product_level_2,646f301a50470456f3e7793f6b16ca76
843,1209f179cd0163fef707b612091b772f,2021-03-01,798,geography_level_3,ec258532d911270434f328606cba61b6,product_level_2,1de8e43efce0cb9161ac2093f75166c8
844,dcdd4dc16e6e1d33be9a490b5fdc6c24,2021-03-01,21,geography_level_3,4e29298af61683b28df48f81d9798f55,product_level_2,95feb3e180f99fa2f9908030bc02ac48
845,83ecf5b6afac9898bd430eb7800f9a70,2021-03-01,42,geography_level_3,ec258532d911270434f328606cba61b6,product_level_2,646f301a50470456f3e7793f6b16ca76
848,9c1da4fb74f1ba23ed694225e7b623a0,2021-03-01,6,geography_level_3,8bffa7eb4c165b3fc8fbcdcc7d5e25ff,product_level_2,95feb3e180f99fa2f9908030bc02ac48
852,fbb83aefc6f5d6f6bc22ae3ee757d327,2021-03-01,2,geography_level_3,8b2bbea7dd24f1427bd37e74936047c7,product_level_2,646f301a50470456f3e7793f6b16ca76
853,ec6ca57a9ab96da37b77f5cfd7ce6c8e,2021-03-01,21,geography_level_3,8b2bbea7dd24f1427bd37e74936047c7,product_level_2,1de8e43efce0cb9161ac2093f75166c8
854,36bea3b16e36536f0816d40f6ef75f6e,2021-03-01,4,geography_level_3,f05fa82955925441f3a4c9d7092fa5f5,product_level_2,95feb3e180f99fa2f9908030bc02ac48
855,68abaebc901040cddbb254f5b0ed5704,2021-03-01,7,geography_level_3,e77875a9e01c74e943c9ed3c346d1034,product_level_2,646f301a50470456f3e7793f6b16ca76
856,1a160b7cc9cb8269379d2531051733a7,2021-03-01,0,geography_level_3,f05fa82955925441f3a4c9d7092fa5f5,product_level_2,646f301a50470456f3e7793f6b16ca76
859,26098db7d7f9fd0c659233efd0ed4090,2021-03-01,2,geography_level_3,a8047d24376e2ce5c62663d435629812,product_level_2,646f301a50470456f3e7793f6b16ca76
860,cfacc893c2abb6b165279cdec6d78a0d,2021-03-01,28,geography_level_3,36ab7b000da26b0547bfc3c3fdf143dc,product_level_2,95feb3e180f99fa2f9908030bc02ac48
863,1996372c6ab5cdfdae090645bb3b31ee,2021-03-01,960,geography_level_3,f05fa82955925441f3a4c9d7092fa5f5,product_level_2,95feb3e180f99fa2f9908030bc02ac48
864,6e48f446f946cf307ad8eb48bee358dc,2021-03-01,188,geography_level_3,f05fa82955925441f3a4c9d7092fa5f5,product_level_2,646f301a50470456f3e7793f6b16ca76
865,2aa0a69e9630a8c74bb67c5f779f657b,2021-03-01,103,geography_level_3,f05fa82955925441f3a4c9d7092fa5f5,product_level_2,f517d6345d758010f5782a62b4dfe69b
866,9a50c397a6967218a93fb31742e8c7b0,2021-03-01,337,geography_level_3,f05fa82955925441f3a4c9d7092fa5f5,product_level_2,1de8e43efce0cb9161ac2093f75166c8
867,76608a36ab68e3da5d6dd4c248707b11,2021-03-01,100,geography_level_3,f05fa82955925441f3a4c9d7092fa5f5,product_level_2,95feb3e180f99fa2f9908030bc02ac48
870,7cf777c8df3b1e2be1029be69781638b,2021-03-01,1,geography_level_3,e77875a9e01c74e943c9ed3c346d1034,product_level_2,1de8e43efce0cb9161ac2093f75166c8
871,56862dbf28a0e3a83a86370e2dcb14ac,2021-03-01,20,geography_level_3,143c7c36a05254135b45911c609d8c78,product_level_2,95feb3e180f99fa2f9908030bc02ac48
872,cc09e06b1d1795139a5bc50737abe813,2021-03-01,6,geography_level_3,364ee4866c1e0b8c66a5c82e52d49a41,product_level_2,646f301a50470456f3e7793f6b16ca76
874,1bfbefa22e0e641366673df7f3977278,2021-03-01,0,geography_level_3,d3124b174629399de2f6417e109b3fc3,product_level_2,1de8e43efce0cb9161ac2093f75166c8
875,4bb34c81e2f471f8d42be39535b60f65,2021-03-01,4,geography_level_3,11407e1f167b84f374d9e999a1ed9563,product_level_2,95feb3e180f99fa2f9908030bc02ac48
876,c33ea1a813aed8ea5c19733d0729843d,2021-03-01,1,geography_level_3,11407e1f167b84f374d9e999a1ed9563,product_level_2,646f301a50470456f3e7793f6b16ca76
877,9c399dc5951eb63ee49e0d9ae1320610,2021-03-01,157,geography_level_3,c22caf17e6d3e86f4ac0d7a603a4d5a6,product_level_2,95feb3e180f99fa2f9908030bc02ac48
878,c2413031482376d9b6bc2b194f39df59,2021-03-01,117,geography_level_3,c22caf17e6d3e86f4ac0d7a603a4d5a6,product_level_2,646f301a50470456f3e7793f6b16ca76
880,58e44b4cba641784bc4819945d120bb9,2021-03-01,46,geography_level_3,22ec2860549baef5c3e9af46967a3e1d,product_level_2,646f301a50470456f3e7793f6b16ca76
881,92f4e2c4019278537f47b437ccb3ced1,2021-03-01,19,geography_level_3,41663e93e55703c58896da4fee0edb9d,product_level_2,95feb3e180f99fa2f9908030bc02ac48
882,137c81f4d5b0872b8f71674416bdaaa6,2021-03-01,8,geography_level_3,41663e93e55703c58896da4fee0edb9d,product_level_2,1de8e43efce0cb9161ac2093f75166c8
884,754343952ad1589f2c81da0b6c0ed72d,2021-03-01,14,geography_level_3,098256d91571e71ac0b656eb75d4b5f4,product_level_2,646f301a50470456f3e7793f6b16ca76
886,c185032995df20b0c9ef9ae52dd95ccb,2021-03-01,20,geography_level_3,098256d91571e71ac0b656eb75d4b5f4,product_level_2,1de8e43efce0cb9161ac2093f75166c8
887,b98d1ad0702d9a38667ab8e15c342126,2021-03-01,137,geography_level_3,71c115abc5c045dfea887565abcfcf04,product_level_2,646f301a50470456f3e7793f6b16ca76
888,4619667ca746997c78bbca317d548a0b,2021-03-01,14,geography_level_3,d88fe8bab1fa287362c5b0d7ba13de48,product_level_2,95feb3e180f99fa2f9908030bc02ac48
889,7e0e743bd2b3b7b57051e8b8e86ce017,2021-03-01,8,geography_level_3,d88fe8bab1fa287362c5b0d7ba13de48,product_level_2,1de8e43efce0cb9161ac2093f75166c8
890,0c22aea5f49c1f70b9acb36867571b86,2021-03-01,671,geography_level_3,b0597a38e8a1100ec75120dddcb61f01,product_level_2,95feb3e180f99fa2f9908030bc02ac48
892,c01b430b575074f0850d1fd869fd4b31,2021-03-01,99,geography_level_3,b0597a38e8a1100ec75120dddcb61f01,product_level_2,1de8e43efce0cb9161ac2093f75166c8
893,1392eb9f54a6eedd5a06348f318f3f99,2021-03-01,666,geography_level_3,79fd843dc0fb0d570ec0f9415cbc989d,product_level_2,95feb3e180f99fa2f9908030bc02ac48
894,8bec90bc3c8a08698ab341653aaac80a,2021-03-01,189,geography_level_3,79fd843dc0fb0d570ec0f9415cbc989d,product_level_2,646f301a50470456f3e7793f6b16ca76
895,edaeb9a9649e135506d62dd348c62c5c,2021-03-01,7,geography_level_3,364ee4866c1e0b8c66a5c82e52d49a41,product_level_2,95feb3e180f99fa2f9908030bc02ac48
896,5297c806230b638ba013a37209d6a6fd,2021-03-01,16,geography_level_3,8e58413f8ca86692a0a01f8b5679fdac,product_level_2,646f301a50470456f3e7793f6b16ca76
897,e89a2bcf96b321dab87708452378d57e,2021-03-01,86,geography_level_3,79fd843dc0fb0d570ec0f9415cbc989d,product_level_2,1de8e43efce0cb9161ac2093f75166c8
898,cef7c7ac469312f9f6900f2854cd08b6,2021-03-01,32,geography_level_3,8e58413f8ca86692a0a01f8b5679fdac,product_level_2,95feb3e180f99fa2f9908030bc02ac48
899,9beae2d781118f271a4180410bbfae99,2021-03-01,337,geography_level_3,71c115abc5c045dfea887565abcfcf04,product_level_2,95feb3e180f99fa2f9908030bc02ac48
900,11d7fb426a88cf859a8dfd4be2309854,2021-03-01,677,geography_level_3,4106271eb9e60b9c01d4213e41f09e1d,product_level_2,95feb3e180f99fa2f9908030bc02ac48
901,54723c8eea4b2ec11ace4f60962432be,2021-03-01,23,geography_level_3,71c115abc5c045dfea887565abcfcf04,product_level_2,1de8e43efce0cb9161ac2093f75166c8
902,ff6e04e908968e94f38e84df2987a95a,2021-03-01,119,geography_level_3,3d967bd11c42cd595c050d8cb626f3d6,product_level_2,646f301a50470456f3e7793f6b16ca76
903,55bdfe8ff6b539862030806125358cc2,2021-03-01,8,geography_level_3,39a8345be72b8ff2f30e29dc836d7e12,product_level_2,646f301a50470456f3e7793f6b16ca76
904,3de10061eef77be3a89957ec0a321264,2021-03-01,27,geography_level_3,39a8345be72b8ff2f30e29dc836d7e12,product_level_2,95feb3e180f99fa2f9908030bc02ac48
907,13f9cb2ec3a36295c0242ad4ecdbd558,2021-03-01,25,geography_level_3,ac17865ba94b6a06b53466188fc4e446,product_level_2,95feb3e180f99fa2f9908030bc02ac48
